statement_id	page	record	owner_noun_de	surface_sequence	component_sequence	literal_de	fluent_reading_de	cards	semantic_atoms	closed_cell	shared_herbal_cards
B3-S007	f83r	B3	das runde Mittelgefaess	qokaiin chedy qokeedy	OK+AIIN | CHD+Y | OK+EE+DY	ANSETZEN · SOLLMASS | UMSETZEN · POSTEN | ANSETZEN · LANG · SCHLUSS	Am runden Mittelgefaess: Nach Sollmass ansetzen; dann den laufenden Posten umsetzen; dann laenger ansetzen; den Schritt schliessen.	3	7	YES	2
B3-S008	f83r	B3	das runde Mittelgefaess	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	Am runden Mittelgefaess: Leiten und umsetzen; den Schritt schliessen.	1	3	YES	0
B3-S009	f83r	B3	das runde Mittelgefaess	qoky	OK+Y	ANSETZEN · POSTEN	Am runden Mittelgefaess: Den laufenden Posten ansetzen.	1	2	NO	1
B3-S010	f83r	B3	das untere Korbgefaess	pchedal otedy	P+CHD+AL | OT+E+DY	EINBRINGEN · UMSETZEN · ZIELSTELLE | DANACH · KURZ · SCHLUSS	Am unteren Korbgefaess: An der Zielstelle einbringen und umsetzen; danach den kurzen Folgeschritt schliessen.	2	6	YES	0
B3-S011	f83r	B3	das untere Korbgefaess	shecthedchy qoky chedy chary	SH+E+CTH+CHD+Y | OK+Y | CHD+Y | AR+Y	HALTEN · KURZ · BEREITEN · UMSETZEN · POSTEN | ANSETZEN · POSTEN | UMSETZEN · POSTEN | QUELLE · POSTEN	Am unteren Korbgefaess: Kurz bis bereit den laufenden Posten halten und umsetzen; dann ihn ansetzen; dann ihn umsetzen; dann ihn aus der Quelle.	4	11	NO	2
B3-S012	f83r	B3	das untere Korbgefaess	sor shedy	OR | SHED+DY	ANSATZ | STEHENLASSEN · SCHLUSS	Am unteren Korbgefaess: Den Ansatz stehen lassen und den Schritt schliessen.	2	3	YES	1
B3-S013	f83r	B3	das untere Korbgefaess	qokaiin chkain shcthey qokedy	OK+AIIN | K+AIN | CTH+E+Y | OK+E+DY	ANSETZEN · SOLLMASS | ZUGEBEN · PORTION | BEREITEN · KURZ · POSTEN | ANSETZEN · KURZ · SCHLUSS	Am unteren Korbgefaess: Nach Sollmass ansetzen; dann als Portion zugeben; dann kurz den laufenden Posten bereitet halten; dann kurz ansetzen; den Schritt schliessen.	4	10	YES	1
B3-S014	f83r	B3	das untere Korbgefaess	okair sheedy	OK+AIR | SH+EE+DY	ANSETZEN · WASSER | HALTEN · LANG · SCHLUSS	Am unteren Korbgefaess: Das laufende Wasser ansetzen; dann laenger halten; den Schritt schliessen.	2	5	YES	0
B3-S015	f83r	B3	das untere Korbgefaess	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	Am unteren Korbgefaess: Leiten und umsetzen; den Schritt schliessen.	1	3	YES	0
B3-S016	f83r	B3	das untere Korbgefaess und der bildlich unverbundene Zwischenabschnitt	lo qokchedy	L+O | OK+CHD+DY	LEITEN · ARBEITSGANG | ANSETZEN · UMSETZEN · SCHLUSS	Am unteren Korbgefaess und im bildlich unverbundenen Zwischenabschnitt: Im Arbeitsgang leiten; dann ansetzen und umsetzen; den Schritt schliessen.	2	5	YES	0
B3-S017	f83r	B3	der bildlich unverbundene Zwischenabschnitt	qokeedy	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	Im bildlich unverbundenen Zwischenabschnitt: Laenger ansetzen; den Schritt schliessen.	1	3	YES	0
B3-S018	f83r	B3	der bildlich unverbundene Zwischenabschnitt	shedy	SHED+DY	STEHENLASSEN · SCHLUSS	Im bildlich unverbundenen Zwischenabschnitt: Stehen lassen; den Schritt schliessen.	1	2	YES	0
B3-S019	f83r	B3	der bildlich unverbundene Zwischenabschnitt	qokshedy	OK+SH+E+DY	ANSETZEN · HALTEN · KURZ · SCHLUSS	Im bildlich unverbundenen Zwischenabschnitt: Kurz ansetzen und halten; den Schritt schliessen.	1	4	YES	0
B3-S020	f83r	B3	der bildlich unverbundene Zwischenabschnitt	dal lchedy	AL | L+CHD+DY	ZIELSTELLE | LEITEN · UMSETZEN · SCHLUSS	Im bildlich unverbundenen Zwischenabschnitt: An der Zielstelle leiten, umsetzen und den Schritt schliessen.	2	4	YES	1
B3-S021	f83r	B3	der bildlich unverbundene Zwischenabschnitt	qokaiin shcthy dal sy saiin shedal shecthy chey tal shcthy dalchdy	OK+AIIN | CTH+Y | AL | Y | AIIN | SHED+AL | SH+E+CTH+Y | Y | AL | CTH+Y | AL+CHD+DY	ANSETZEN · SOLLMASS | BEREITEN · POSTEN | ZIELSTELLE | POSTEN | SOLLMASS | STEHENLASSEN · ZIELSTELLE | HALTEN · KURZ · BEREITEN · POSTEN | POSTEN | ZIELSTELLE | BEREITEN · POSTEN | ZIELSTELLE · UMSETZEN · SCHLUSS	Im bildlich unverbundenen Zwischenabschnitt: Nach Sollmass ansetzen und den Posten bereitet halten. An der Zielstelle nach Sollmass stehen lassen und kurz bis zur Bereitschaft halten. Den Posten beibehalten, an der Zielstelle erneut bereitet halten, umsetzen und schliessen.	11	20	YES	8
B3-S022	f83r	B3	der bildlich unverbundene Zwischenabschnitt	qotchedy	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	Im bildlich unverbundenen Zwischenabschnitt: Danach umsetzen; den Schritt schliessen.	1	3	YES	0
B3-S023	f83r	B3	der bildlich unverbundene Zwischenabschnitt	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	Im bildlich unverbundenen Zwischenabschnitt: Leiten und umsetzen; den Schritt schliessen.	1	3	YES	0
B3-S024	f83r	B3	der bildlich unverbundene Zwischenabschnitt	tchedy	CHD+DY	UMSETZEN · SCHLUSS	Im bildlich unverbundenen Zwischenabschnitt: Umsetzen; den Schritt schliessen.	1	2	YES	0
B3-S025	f83r	B3	der bildlich unverbundene Zwischenabschnitt	qokchdy	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	Im bildlich unverbundenen Zwischenabschnitt: Ansetzen und umsetzen; den Schritt schliessen.	1	3	YES	0
B3-S026	f83r	B3	der bildlich unverbundene Zwischenabschnitt und das durch den Bogen verbundene Hauptpaar	cheedar chldaiin chedy qokain checthy chealror solkeedy	EE+AR | L+AIIN | CHD+Y | OK+AIN | CTH+Y | AL+R+OR | SOLK+EE+DY	LANG · QUELLE | LEITEN · SOLLMASS | UMSETZEN · POSTEN | ANSETZEN · PORTION | BEREITEN · POSTEN | ZIELSTELLE · KUEHLEN · ANSATZ | SAMMELN · LANG · SCHLUSS	Im bildlich unverbundenen Zwischenabschnitt und am durch den Bogen verbundenen Hauptpaar: Laenger aus der Quelle arbeiten; nach Sollmass leiten, den Posten umsetzen, eine Portion ansetzen und bereitet halten; den Ansatz an der Zielstelle kuehlen, laenger sammeln und schliessen.	7	16	YES	2
B3-S027	f83r	B3	das durch den Bogen verbundene Hauptpaar	qoteedy	OT+EE+DY	DANACH · LANG · SCHLUSS	Am durch den Bogen verbundenen Hauptpaar: Danach laenger; den Schritt schliessen.	1	3	YES	0
B3-S028	f83r	B3	das durch den Bogen verbundene Hauptpaar	qokeey qokedy	OK+EE+Y | OK+E+DY	ANSETZEN · LANG · POSTEN | ANSETZEN · KURZ · SCHLUSS	Am durch den Bogen verbundenen Hauptpaar: Laenger den laufenden Posten ansetzen; dann kurz ansetzen; den Schritt schliessen.	2	6	YES	0
B3-S029	f83r	B3	das durch den Bogen verbundene Hauptpaar	sol cheeety qokedy	OL | EEE+T+Y | OK+E+DY	WEITER | VOLL · BEARBEITEN · POSTEN | ANSETZEN · KURZ · SCHLUSS	Am durch den Bogen verbundenen Hauptpaar: Weiterarbeiten; dann den laufenden Posten vollstaendig bearbeiten; dann kurz ansetzen; den Schritt schliessen.	3	7	YES	1
B3-S030	f83r	B3	das durch den Bogen verbundene Hauptpaar	qoky saiin schedair otchedy	OK+Y | AIIN | CHD+AIR | OT+CHD+DY	ANSETZEN · POSTEN | SOLLMASS | UMSETZEN · WASSER | DANACH · UMSETZEN · SCHLUSS	Am durch den Bogen verbundenen Hauptpaar: Den Posten nach Sollmass ansetzen, das laufende Wasser umsetzen; danach nochmals umsetzen und schliessen.	4	8	YES	2
B3-S031	f83r	B3	das durch den Bogen verbundene Hauptpaar	qokeedy	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	Am durch den Bogen verbundenen Hauptpaar: Laenger ansetzen; den Schritt schliessen.	1	3	YES	0
B3-S032	f83r	B3	das durch den Bogen verbundene Hauptpaar	chedain chedy qotedaiin otaiin otedy	CHD+AIN | CHD+Y | OT+E+AIIN | OT+AIIN | OT+E+DY	UMSETZEN · PORTION | UMSETZEN · POSTEN | DANACH · KURZ · SOLLMASS | DANACH · SOLLMASS | DANACH · KURZ · SCHLUSS	Am durch den Bogen verbundenen Hauptpaar: Eine Portion und dann den laufenden Posten umsetzen; danach kurz nach Sollmass, anschliessend nochmals nach Sollmass und den folgenden Kurzschritt schliessen.	5	12	YES	1
B3-S033	f83r	B3	das durch den Bogen verbundene Hauptpaar	ldy	L+DY	LEITEN · SCHLUSS	Am durch den Bogen verbundenen Hauptpaar: Leiten; den Schritt schliessen.	1	2	YES	0
B3-S034	f83r	B3	das durch den Bogen verbundene Hauptpaar	soiiin checthy chety otaiin olsaly shedy	O+IIN | CTH+Y | T+Y | OT+AIIN | OL+AL+Y | SHED+DY	ARBEITSGANG · STUFE | BEREITEN · POSTEN | BEARBEITEN · POSTEN | DANACH · SOLLMASS | WEITER · ZIELSTELLE · POSTEN | STEHENLASSEN · SCHLUSS	Am durch den Bogen verbundenen Hauptpaar: Den Arbeitsgang bis zur Stufe fuehren; den Posten bereitet halten und bearbeiten; danach nach Sollmass an der Zielstelle weiterfuehren, stehen lassen und schliessen.	6	13	YES	2
B4-S001	f83r	B4	das zweite durch den Bogen verbundene Hauptpaar	qokeedy	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	Am zweiten durch den Bogen verbundenen Hauptpaar: Laenger ansetzen und den Schritt schliessen.	1	3	YES	0
B4-S002	f83r	B4	das zweite durch den Bogen verbundene Hauptpaar	qolchey qokeey qokedy	OL+Y | OK+EE+Y | OK+E+DY	WEITER · POSTEN | ANSETZEN · LANG · POSTEN | ANSETZEN · KURZ · SCHLUSS	Am zweiten durch den Bogen verbundenen Hauptpaar: Den laufenden Posten weiterarbeiten; dann ihn laenger ansetzen; dann kurz ansetzen; den Schritt schliessen.	3	8	YES	0
B4-S003	f83r	B4	das zweite durch den Bogen verbundene Hauptpaar	chedy otal otchey qokeey qoky tol shedy	CHD+Y | OT+AL | OT+Y | OK+EE+Y | OK+Y | OL | SHED+DY	UMSETZEN · POSTEN | DANACH · ZIELSTELLE | DANACH · POSTEN | ANSETZEN · LANG · POSTEN | ANSETZEN · POSTEN | WEITER | STEHENLASSEN · SCHLUSS	Am zweiten durch den Bogen verbundenen Hauptpaar: Den Posten umsetzen; danach zur Zielstelle und zum naechsten Posten wechseln; diesen laenger ansetzen, weiter ansetzen, weiterarbeiten, stehen lassen und schliessen.	7	14	YES	4
B4-S004	f83r	B4	das zweite durch den Bogen verbundene Hauptpaar	qokylddy	OK+Y+LD+DY	ANSETZEN · POSTEN · BEFESTIGEN · SCHLUSS	Am zweiten durch den Bogen verbundenen Hauptpaar: Den laufenden Posten ansetzen und befestigen; den Schritt schliessen.	1	4	YES	0
B4-S005	f83r	B4	das zweite durch den Bogen verbundene Hauptpaar	dain chedy qokeedy	AIN | CHD+Y | OK+EE+DY	PORTION | UMSETZEN · POSTEN | ANSETZEN · LANG · SCHLUSS	Am zweiten durch den Bogen verbundenen Hauptpaar: Eine Portion als laufenden Posten umsetzen, laenger ansetzen und den Schritt schliessen.	3	6	YES	1
B4-S006	f83r	B4	das zweite durch den Bogen verbundene Hauptpaar	shckhedy	SH+CKH+E+DY	HALTEN · DURCHLASS · KURZ · SCHLUSS	Am zweiten durch den Bogen verbundenen Hauptpaar: Kurz durch den Durchlass halten; den Schritt schliessen.	1	4	YES	0
B4-S007	f83r	B4	das zweite durch den Bogen verbundene Hauptpaar	shckhedy	SH+CKH+E+DY	HALTEN · DURCHLASS · KURZ · SCHLUSS	Am zweiten durch den Bogen verbundenen Hauptpaar: Kurz durch den Durchlass halten; den Schritt schliessen.	1	4	YES	0
B4-S008	f83r	B4	das zweite durch den Bogen verbundene Hauptpaar	saiin cheeky sheey qokedy	AIIN | CHK+EE+Y | SH+EE+Y | OK+E+DY	SOLLMASS | WAERMEN · LANG · POSTEN | HALTEN · LANG · POSTEN | ANSETZEN · KURZ · SCHLUSS	Am zweiten durch den Bogen verbundenen Hauptpaar: Nach Sollmass den Posten laenger erwaermen, laenger halten, kurz ansetzen und schliessen.	4	10	YES	2
B4-S009	f83r	B4	das zweite durch den Bogen verbundene Hauptpaar	shedy	SHED+DY	STEHENLASSEN · SCHLUSS	Am zweiten durch den Bogen verbundenen Hauptpaar: Stehen lassen; den Schritt schliessen.	1	2	YES	0
B4-S010	f83r	B4	das zweite durch den Bogen verbundene Hauptpaar	oldy	OL+DY	WEITER · SCHLUSS	Am zweiten durch den Bogen verbundenen Hauptpaar: Weiterarbeiten; den Schritt schliessen.	1	2	YES	1
B4-S011	f83r	B4	die linke offene Randstation	saiin cheky okeeol okain chdy sol lkedy	AIIN | CHK+E+Y | OK+EE+OL | OK+AIN | CHD+Y | OL | L+K+E+DY	SOLLMASS | WAERMEN · KURZ · POSTEN | ANSETZEN · LANG · WEITER | ANSETZEN · PORTION | UMSETZEN · POSTEN | WEITER | LEITEN · ZUGEBEN · KURZ · SCHLUSS	An der linken offenen Randstation: Nach Sollmass den Posten kurz erwaermen, laenger weiter ansetzen, eine Portion ansetzen, den Posten umsetzen, weiterarbeiten, kurz leiten und zugeben, dann schliessen.	7	16	YES	3
B4-S012	f83r	B4	die linke offene Randstation	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	An der linken offenen Randstation: Leiten und umsetzen; den Schritt schliessen.	1	3	YES	0
B4-S013	f83r	B4	die linke offene Randstation	qokol shedy	OK+OL | SHED+DY	ANSETZEN · WEITER | STEHENLASSEN · SCHLUSS	An der linken offenen Randstation: Weiter ansetzen; dann stehen lassen; den Schritt schliessen.	2	4	YES	0
B4-S014	f83r	B4	die linke offene Randstation	or chey qockhey dairydy	OR | Y | O+CKH+E+Y | AIR+Y+DY	ANSATZ | POSTEN | ARBEITSGANG · DURCHLASS · KURZ · POSTEN | WASSER · POSTEN · SCHLUSS	An der linken offenen Randstation: Den Ansatz als laufenden Posten fuehren; ihn kurz im Arbeitsgang am Durchlass halten, das laufende Wasser als aktuellen Posten fuehren und schliessen.	4	9	YES	2
B4-S015	f83r	B4	die linke offene Randstation und die rechte S-Lauf-Mehrfachstation	qokain shey kain chckhal solkey lchedy	OK+AIN | SH+EE+Y | K+AIN | CH+CKH+AL | SOLK+E+Y | L+CHD+DY	ANSETZEN · PORTION | HALTEN · LANG · POSTEN | ZUGEBEN · PORTION | ENTNEHMEN · DURCHLASS · ZIELSTELLE | SAMMELN · KURZ · POSTEN | LEITEN · UMSETZEN · SCHLUSS	An der linken offenen Randstation und an der rechten S-Lauf-Mehrfachstation: Eine Portion ansetzen, den Posten laenger halten, eine Portion zugeben, durch den Durchlass an der Zielstelle entnehmen, kurz sammeln, leiten, umsetzen und schliessen.	6	16	YES	1
B4-S016	f83r	B4	die rechte S-Lauf-Mehrfachstation	qolkain dal skar shedy	OL+K+AIN | AL | K+AR | SHED+DY	WEITER · ZUGEBEN · PORTION | ZIELSTELLE | ZUGEBEN · QUELLE | STEHENLASSEN · SCHLUSS	An der rechten S-Lauf-Mehrfachstation: Eine Portion weiter zugeben, an der Zielstelle aus der Quelle nachzugeben, stehen lassen und schliessen.	4	8	YES	1
B5-S001	f83r	B5	die linke offene Nebenstation	otchdy	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	An der linken offenen Nebenstation: Danach umsetzen und den Schritt schliessen.	1	3	YES	0
B5-S002	f83r	B5	die linke offene Nebenstation	qokchdy	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	An der linken offenen Nebenstation: Ansetzen und umsetzen; den Schritt schliessen.	1	3	YES	0
B5-S003	f83r	B5	die linke offene Nebenstation	shedal dal cheol lol chdal aiin sol daiiin chedy	SHED+AL | AL | OL | L+OL | CHD+AL | AIIN | OL | DA+IIN | CHD+Y	STEHENLASSEN · ZIELSTELLE | ZIELSTELLE | WEITER | LEITEN · WEITER | UMSETZEN · ZIELSTELLE | SOLLMASS | WEITER | ZWEI · STUFE | UMSETZEN · POSTEN	An der linken offenen Nebenstation: An der Zielstelle stehen lassen und dort weiterarbeiten; leiten und weiterarbeiten, an der Zielstelle umsetzen, nach Sollmass weiterarbeiten, bis zur zweiten Stufe fuehren und den Posten umsetzen.	9	14	NO	5
B6-S001	f83r	B6	die rechte S-Lauf-Nebenstation	solkeey qekey raly ol daiin ol dain chey ldalor	SOLK+EE+Y | E+K+E+Y | R+AL+Y | OL | AIIN | OL | AIN | Y | L+AL+OR	SAMMELN · LANG · POSTEN | KURZ · ZUGEBEN · KURZ · POSTEN | KUEHLEN · ZIELSTELLE · POSTEN | WEITER | SOLLMASS | WEITER | PORTION | POSTEN | LEITEN · ZIELSTELLE · ANSATZ	An der rechten S-Lauf-Nebenstation: Den Posten laenger sammeln, kurz zugeben, an der Zielstelle kuehlen, nach Sollmass weiterarbeiten, eine Portion nehmen und den Ansatz zur Zielstelle leiten.	9	18	NO	4
